IMPRINT DATE,FileName,TitleUnique?,id,orig language (base),author name,author dates,author transcribed,title catalog,title full,title half,title series,vols,edition trans,pub date,pub date transcribed,pub location,pub transcribed,printer,bookseller,pub notes,format,illustrations,pub cataloger notes,para:preface,para:dedication,para:advertisement,para:to the reader,para:intro,para:note,para:other,para:footnotes,epigraph source transcribed,narrative form primary,narrative form secondary,subscriber list,inscription,marginalia,author claim,author claim type,author gender claim,author gender,advertisement genres,title words:other works,title words:singular nouns,title words:place names,holding institution
1730,Brothers_pr3291_a6_p43_1730.clean.txt,No,1807217,eng,Person of quality.,,written by a person of quality.,"The Brothers, or, Treachery punish'd : interspers'd with : I. The adventures of Don Alvarez ; II. The adventures of Don Lorenzo ; III. Cupid and Bacchus, a dramatic entertainment ; and, IV. The adventures of Mariana, sister to Don Alvarez / written by a person of quality.","The brothers: or, treachery punish'd. Interspers'd with I. The adventures of Don Alvarez. II. The adventures of Don Lorenzo. III. Cupid and Bacchus, a dramatic entertainment. And, IV. The adventures of Mariana, sister to Don Alvarez. Written by a person of quality.",,,,,1730,1730,London :,"Printed for T. Payne, at the Crown in Ivy-Lane, near Pater-noster Row.",,,,Octavo,Ill.,"Bookplate, front paste-down endpaper- Transcription: """"Library of the University of Pennsylvania-- The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer"" | Library-related marginalia: on bookplate and recto of dedication.  | Illustration located at the top of the recto of the dedication page. | Individual sections within the work have the following section running titles: """"The adventures of Don Alvarez."""", """"The adventures of Don Lorenzo."""", """"Cupid and Bacchus."""", """"The adventures of Mariana."""" The running title """"The brothers: or, treachery punish'd."""" is used for multiple sections (in any instance where an """"interspers'd"""" tale is not), and as such has been recorded as the running title of the work."" | The section entitled """"Cupid and Bacchus."""" is a theatrical dialogue. Letters are interspersed throughout the text but are predominant in the last section, """"The brothers: or, treachery punish'd.""",,"""""Madam, as the welfare of his country is what your illustrious consort pursues with the greatest zeal and ardour, so it must certainly rob you, of a great share of his company, and leave you many hours for retirement;""",,,,,,,,Third-person,Epistolary,,,,Author (text),Generic/Descriptive,Indeterminate,,,,Brother,,PU
1714,HenryVIII_da331_h35_l6_1714.clean.txt,No,1812432,eng,Henry,1491-1547.,,"Love-letters from King Henry VIII. to Anne Boleyn: some in French, and some in English. To which are added, translations of those written in French. With an appendix, containing two letters from Anne Boleyn, to Cardinal Wolsey; with her last to Henry the VIIIth ...",,"Love-letters from King Henry VIII. to Anne Boleyn, &c.",,,,1714,1714,London,"Printed for J. Churchill, at the Black-Swan in Pater-Noster-Row.",,,,Octavo,,"Head pieces. | ""Appendix ... "": p. 32-39. | University of Pennsylvania bookplate on front paste-down endpaper. | Price on half-title page: ""(Price One Shilling.)"" | Library marginalia located first page of preface, back free end paper.","Transcription: ""The original letters from King Henry VIIIth to Anne Boleyn are in the Vatican Library, where they are shewn to all strangers.""",,,,,,TRUE,"Located p. 3. Transcription: ""This is a literal translation of this sentence, but the meaning does not appear.""", | Ovid,Epistolary,,,,,Author (text),Proper name,Male,,,,Love-letter,,PU
1701,Pacquet_pr3291_a1_p123_1701.clean.txt,No,1813449,eng,,,written and collected by several hands.,"A pacquet from Will's, or, A new collection of original letters on several subjects : containing pleasant memoirs, intrigues and adventures that lately hapned at London, Hampton Court, Tunbridge, Epsom, North Hall and the Bath : with several satyrical characters, both of ladies and gentlemen, in prose and verse : with original letters by King Charles II and the late Q. of Sweden / written and collected by several hands.","A pacquet from Will's: or, a new collection of original letters on several subjects; containing pleasant memoirs, intrigues and adventures that lately hapned at London, Hampton Court, Tunbridge, Epsom, North Hall and the Bath. With several satyrical characters, both of ladies and gentlemen, in prose and verse; with original letters by King Charles II. and the late Q. of Sweden. Written and collected by several hands.",,,,,1701,1701,London,"Printed for Sam. Briscoe, and sold by John Nutt near Stationer's-Hall,",,,,Octavo,,Library marginalia inside front and back boards. | Ink spots on page 128. | Rebound in marble cover and leather spine.,,,,,,,,,,Epistolary,,,TRUE,TRUE,Author (text),Generic/Descriptive,,,,,Pacquet,London,PU
1720,Platonic_pr_3461_f67_p69_1732.clean.txt,No,1816799,eng,"Fowke, Martha.",,By the ingenious Mr. John Porter.,"The Platonic lovers; consisting of original letters, in prose and verse, that pass'd between an English lady, and an English gentleman in France, under the borrow'd names of Clio and Strephon ... with A critical essay; containing some remarks upon the nature of epistolary and elegiac poetry ... By the ingenious Mr. John Porter.","The platonic lovers: consisting of original letters, in prose and verse, that pass'd between an English lady, and an English gentleman in France, under the borrow'd names of Clio and Strephon; who took affection to each other, by reading accidentally one another's occasional compositions. With a critical essay; containing some remarks upon the nature of epistolary and elegiac poetry; and on the most beautiful passages in these epistles. By the ingenious Mr. John Porter. The third edition, corrected.",,,,"The third edition, corrected.",1732,1732,London,"Printed for John Wilford, at the Three Flower-de-Luces behind the Chapter-House, near St. Paul's; and Richard Chandler, at the Flower-de-Luce without Temple-Bar.",,,,Duodecimo,,"Clio's letters written by Martha Fowke. cf. Halkett and Laing; Strephon's letters written by William Bond. cf. Epistles and poems by Clio and Strephon, published by E. Curll, 1729. | Also issued under titles: Epistles and poems by Clio and Strephon and Epistles of Clio and Strephon. | ""A critical essay containing some remarks upon the nature of epistolary, and elegiac poetry ... by way of letter from Mr. John Porter, to his friend Richard Pocock"": p. [125]-176. | Advertisements: [4] p. at end. | University of Pennsylvania bookplate on front paste down end paper | Library marginalia on table of contents and back free end paper",,"Transcription: ""Madam, scarce any poet of figure has been ever known to pass free, and with success, into any parto of Parnassus, without having first paid his compliments to beauty.""",,,,,TRUE,"On pp. 3, 36, 44, 171, and 204"," | Clio to Strephon, p. 79.",Epistolary,,,TRUE,,Author (paratext),Proper name,Male,,Miscellaneous,,Lover,France,PU
1787,Winworth_pr3991_a1_l63_1787.clean.txt,Unique copy of title,1991190,eng,,,,"Lord Winworth, or, The memoirs of an heir : a novel.",,,,,The second edition.,1787,MDCCLXXXVII.,London,"Printed for G. Allen, Long Acre, and sold by all the booksellers in town and country.",,,,Duodecimo,,,,"""As I wish to be original in my volumes, I shall endeavour to be so in this dedication...""","""The publisher thinks it a duty incumbent upon him to return his most warm and unfeigned thanks to her Grace the Duchess of Devonshire for so kindly giving her name to adorn this little work...He [the publisher] did not intend to offer this second edition till next season; but, on account of the great demand for the work, thought it not prudent to leave it so long out of print--therefore for the accomodation of the public had it dispatched with greatest diligence and speed. N.B. Speedily will be published a cotinuation of this work, containing the principal characters, &c. at the request of many admirers of Lord Winworth.""",,,,TRUE,,,Epistolary,,,,,,,,,,,,,Univeristy of Pennsylvania
1702,Perfidious_ec7_a100_702p3.clean.txt,No,3451191,eng,,,,"The perfidious P--- : being letters from a nobleman to two ladies, under the borrow'd names of Corydon, Clarinda & Lucina : with the ladies answers.","The perfidious P--- being letters from a nobleman to two ladies, under the borrow'd names of Corydon, Clarinda & Lucina. With the ladies answers.",,,,,1702,1702,,"Printed in the year,",,,"""Price I s. 6 d.""",Duodecimo,,"Signatures: A‰Å_ B-Gå_å_. | Leaf C4 signed B4. | Culture Class Collection copy has the bookplate of ""Lowther"" on front pastedown - a round navy and gold seal. | Library markings: A2, recto; final page of text, verso; and back free endpaper, recto.",,"""Sir, I must confess I am something at a loss when I consider the usual method of dedicators, who when they had finish'd their works, pitch upon a patron to whom they may ascribe all the vertues of their hero; or make him an instance of all the perfection and excellencies of that piece; by this common judgement of dedications, a hasty reader may be apt to think, I affront my patron, by engaging him in the defence of a book wherein I have endeavoured to set off the baseness and ingratitude of some men in their proper colours...""",,,,,,,,Epistolary,,,,TRUE,Author (paratext),Generic/descriptive,Indeterminate,Unknown,,,Letter,,PU
1734,Unnatural_pr3291_a1_u55_1734.clean.txt,No,3887499,eng,,,,"The unnatural mother, or, Innocent love persecuted : Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe.","The unnatural mother: or, innocent love persecuted. Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe.",,,,,1734,M.DCC.XXXIV.,London,"Printed for J. Roberts in Warwick-Lane, and sold by the booksellers in town and country.",,,,Quarto,,"Title page notes that book was priced at """"1s. 6d."" | Originally catalogued as an octavo but appears to actually be a quarto. | Strip of paper pasted to the front paste-down endpaper reads: """"500 MANLEY (Mrs.) Unnatural Mother, or Innocent Love Persecuted, 8vo, half calf neat, SCARCE, 4s 6d 1784""""."" | Library-related marginalia, located recto first leaf main text and back free endpaper. | Book includes an auction slip claiming that the author may be Robert Chasles. | """"Price 1s. 6d."""" printed beneath publication information on title page.""",,,,,,,,, | Lansdowne,First-person,Letters,,,TRUE,,,,,Mixed Genre,,Mother,Europe,PU
1703,Living_pr3291_a1_l465_1703.clean.txt,No,4106228,eng,,,written by several hands.,Letters from the living to the living : relating to the present transactions both publick and private with their several answers ... / written by several hands.,"Letters from the living to the living, relating to the present transactions both publick and private. With their several answers. Under the following heads, viz. Reformation. The P-- of P--pl--r, to a city knight, for some years since one of the elect, but now under a state of reprobation, &c. Sing-song Tigellius the undone, the unfortunate Tigellius, to his brethren at Will's Coffee-House. Clement the Pope, to the Doge, and Republick of Venice. Mr. J--- F--- to Mr. J--- P--- Abridgment a bookseller, to original an author. The two hundred maidens at the bath, to the virgins in Oxford. The duke of Burgundy to the king of Spain. Tom Double to his brother Under-Spur-Leather in the country. John D--by, the pharisaical printer, to John T--d the scribe. From a voluntier at St. Muries, to his friend in London. A letter from a young officer at Vigo, to his friend at London. Gossip Murray the projector to inquisitive love-news. Written by several hands.",,,,,1703,1703,London,,,,,Octavo,,"Library-related marginalia, verso back free endpaper, and recto first leaf of Dedication. | Author of Dedication implies he has experienced a decline in social status: ""But it may be a surprize to you, that a person who has been lost to your acquaintance for these seven years last past, shou'd endeavor to put you in mind of it after this manner, and that I who have had the honour to have part of my education under the same roof with you, shou'd be so far a stranger to the same abilities you brought from it...I blush indeed, at the occasions that have estrang'd me from the conversation of those gentlemen, who like your self, have formerly been pleas'd to fling away an hour or two in my company, and can never forgive my self the loss of those precious minutes that might have...rendr'd me above the misfortunes, those that now know me, see me perpetually struggle with...My business is to ask your acceptance of the following sheets, and by remembering what I am, not to dwell upon what I have been, tho' I must not forget from thence to crave a title to your patronage..."" | Author of Dedication praises politics of dedicatee: ""...A name that is endear'd to the country which takes pride in being represented by you; to the Senate, whose resolutions are invigourated by your cheerful concurrence with the rest of those worthy patriots, who stand by Her Sacred Majesty in defense of that faith she has been happily educated in..."" | Preface acknowledges works relation to Dialogues of the dead: ""...If these letters in general have not the poignancy of wit, as some that have been in the press these twelve months past, they are less obvious on account of their title to the public remarks, since it's something more easy to make the living epistolize one another, than to have a correspondence with the dead.""","""There had been no occasion for the gentlemen concern'd in this collection to pay their respects to the reader by way of preface, had not every one been wanting to himself in a due supervisal of what he submits to his or her censure.""","""Sir, dedications are grown so frequent, that a book without a patron looks as if it did not deserve a friend to stand by it, or its author was master of that assurance to think it stood in need of none.""",,,,,,, | Juvenal.,Epistolary,,,,TRUE,Author (text),Generic/descriptive,Indeterminate,Unknown,,,Letter,Will's Coffee-house,PU
1723,Wilson_ec7_a100_723i.clean.txt,No,5427451,eng,,,,Love-letters between a certain late nobleman and the famous Mr. Wilson : discovering the true history of the rise and surprising grandeur of that celebrated beau.,,Love-letters between a certain late nobleman and the famous Beau Wilson.,,,,1723,[1723],London,"Printed for A. Moore, near St. Paul's.",,,Date of publication not printed.,Octavo,,"Date supplied by ESTC. | With a half-title on first leaf: Love-letters between a certain late nobleman and the famous Beau Wilson. | Signatures: [A]‰Å« B-F‰Å« G‰Å_(-G6). | ""Observations on the foregoing letters"" on p. 29-49. | Printed on half-title page: ""Price one shilling."" | Library marginalia on back free endpaper","Transcription: ""It is to be expected that upon the reading the title of these letters, the curious will not be a little alarm'd at a piece of history which has lain so long in the dark, and is now, more by chance than any other means, coming to a fair and open light.""",,,,,,,,,Epistolary,,,TRUE,TRUE,,,,,,,Love-letter,,PU
1713,Voyage_pr3291_n325_n4_1713.clean.txt,No,6134731,eng,Noble Venetian.,,"by a noble Venetian ; inscrib'd to the Right Honourable, the Lord Ferdinando ; translated from the Italian.","A new voyage to the Island of Fools : representing the policy, government, and present state of the Stultitians / by a noble Venetian ; inscrib'd to the Right Honourable, the Lord Ferdinando ; translated from the Italian.","A new voyage to the Island of Fools, representing the policy, government, and present state of the Stultitians. By a noble Venetian. Inscrib'd to the right honourable, the lord Ferdinando. Translated from the Italian.",,,,,1713,1713,London,"Printed for John Morphew near Stationer's-Hall,",,,,Octavo,,"""In fact written originally in English.""--ESTC. | Library marginalia on To the Reader and last page of text. | Attributed to Edward Ward. Cf. Sargent. ""The second edition, 1715, has author statement: 'By the author of The black-bird's song' [i.e. Edmund Stacy]""--ESTC. | Signatures: [A]å_ B-H‰Å« I‰Å«(-I4?). | Title within border of double rules.",,,,"""Though this Island of Fools is not to be met with in the map of the world, yet you may guess at the right name of it, as well as its situation, by the manners of the inhabitants.""",,,TRUE,,Met. 1. 14. | Ovid.,Epistolary,,,,,Author (text),Generic/Descriptive,Male,,,,Voyage,,PU
1791,Alicia_pr3991_a7_l67_1791.clean.txt,Unique copy of title,6436279,eng,Author of Lord Winworth.,,"by the author of Lord Winworth, and several approved of publications.","Frederick and Alicia, or, The sorrows of love : a novel, in two volumes : containing the character of an honourable gentleman, too well known by the nobility, and others / by the author of Lord Winworth, and several approved of publications.",,,,,,1791,1791,London,"Printed for Couch and Laking, Curzon-Street, May-Fair; and W. and J. Stratford, Holborn-Hill.",,,,Duodecimo,,"Cataloged from imperfect copy: v. 2: left board, all before leaf B2 (p. 3) and all after leaf K12 (p. 216) wanting. | Signatures: v. 1: [A]å_ B-Kå_å_ L‰Å« ; v. 2: B2-12 C-Kå_å_[+] | Pagination: v. 1: [4], 222, ii p. ; v. 2: p. 3-216[+] | Library markings in pencil on p. 1 of v.1 and p. 3 of v.2. | Pages separated in a way that created raw edges.",,"First line: ""Madam, though novels are become in general (perhaps through their multitude) insipid, and scarcely fit for perusal, yet, as there is some truth in the following pages, I hope they may not be deemed unworthy your patronage and attention.""",,,,,,,,Epistolary,,,TRUE,TRUE,Author (text),Reference to other works,Indeterminate,Unknown,,Lord Winworth,Sorrow,,University of Pennsylvania
1724,Prude_pr3291_a6_y5_1724.clean.txt,No,1813680-1,eng,Young lady.,,by a young lady.,The prude : a novel / by a young lady.,The prude: a novel. By a young lady.,,,,,1724,M.DCC.XXIV.,London,"Printed for J. Roberts, near the Oxford-Arms in Warwick-Lane.",,,,Quarto,,"Dedication signed: Ma. A. | Book consists of three volumes bound together. Separate pagination for each volume. | ""Price 1 s. 6 d."" printed at bottom of full title page in v.1, full and half title pages in v.2, and half title page in v.3. v.2 full title page has a slightly longer statement: ""Where may be had the first part, Price 1 s. 6 d."" | Stamp on verso of v. 1 title page: a crest with the words ""Hen. Drax. Esq. R"" written at the bottom. (The image differs from the one on front paste-down endpaper.) | Crest reading ""Thomas.Erle.Drax.Esq.R"" pasted onto front paste-down endpaper, along with a bookplate that reads ""Holnest Park -- The property of the trustees of the late J. S. W. S. Erle Drax. No 1252"". (The image differs from the one on verso of title page, v.1.) | Bookplate on recto front free endpaper: ""Library of the University of Pennsylvania -- The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer"" | Library markings on verso of v.1 title page; v.1 p. iii; verso last leaf; verso of back free endpaper.",,"First line: ""Madam, flattery being so common in a dedication, I resolv'd to chuse a person whose merit the world was too well acquainted with, to cause the least suspicion of my being guilty of that mean vice.""",,,,,,, | Lansdown,Third-person,First-person,,,TRUE,Author (paratext),Initials,Female,Unknown,Fiction | Fiction,,Prude,,PU
1769,Sommervile_pr3291_a6_l324_1769b.clean.txt,No,199576-2,eng,Lady.,,written by a lady : in two volumes.,The history of Miss Sommervile / written by a lady : in two volumes.,The history of Miss Sommervile. Written by a lady. In two volume. Vol. I.,,,,,1769,MDCCLXIX.,Dublin :,"Printed by D. Chamberlaine, W. Sleator, J. Potts, J. Williams, and C. Ingham.",,,,Duodecimo,,"Issued in one vol.; full t.p. of v. 2: p. [143] | Library-related marginalia; numbers and letters; pencil; verso, back free endpaper; p.1 main text v.1. | Title page of v.1 reads ""In two volume"" which appears to be a printing mistake or an erasure due to time and wear. Title page of v.2 reads ""In two volumes"", a correct work qualifier. | Bookplate- ""Lewis C. Kinchela"" | Imperfect: several leaves are torn or partially missing, including upper half of B3 (p 5-6), bottom third of O4 (p 295-296), and bottom right corner of O6 (p 299-300). | Sleator used as an alternate spelling of Sleater in the publishing information. | Advertisements: p. [2]-[5] at end.",,,,,,,,,,Epistolary,,,TRUE,TRUE,Author (text),Generic/Descriptive,,Female,Fiction | Mixed Genre | Mixed Genre | Mixed Genre,,History,,PU
